country,food_category,amount,type
Estonia,Eggs,11.63,co2_emmission
Estonia,Milk - inc. cheese,405.74,co2_emmission
Estonia,Wheat and Wheat Products,17.04,co2_emmission
Estonia,Rice,3.28,co2_emmission
Estonia,Soybeans,0.02,co2_emmission
Estonia,Nuts inc. Peanut Butter,7.59,co2_emmission
Mexico,Pork,53.91,co2_emmission
Mexico,Poultry,32.35,co2_emmission
Mexico,Beef,473.05,co2_emmission
Mexico,Lamb & Goat,31.17,co2_emmission
Mexico,Fish,12.07,co2_emmission
Mexico,Eggs,16.85,co2_emmission
Mexico,Milk - inc. cheese,159.35,co2_emmission
Mexico,Wheat and Wheat Products,6.71,co2_emmission
Mexico,Rice,7.22,co2_emmission
Mexico,Soybeans,0.01,co2_emmission
Mexico,Nuts inc. Peanut Butter,4.44,co2_emmission
Costa Rica,Pork,36.39,co2_emmission
Costa Rica,Poultry,26.29,co2_emmission
Costa Rica,Beef,469.97,co2_emmission
Costa Rica,Lamb & Goat,0.7,co2_emmission
Costa Rica,Fish,18.07,co2_emmission
Costa Rica,Eggs,9.69,co2_emmission
Costa Rica,Milk - inc. cheese,261.06,co2_emmission
Costa Rica,Wheat and Wheat Products,7.5,co2_emmission
Costa Rica,Rice,58.47,co2_emmission
Costa Rica,Soybeans,0.69,co2_emmission
Costa Rica,Nuts inc. Peanut Butter,2.44,co2_emmission
Bolivia,Pork,31.47,co2_emmission
Bolivia,Poultry,36.86,co2_emmission
Bolivia,Beef,610.37,co2_emmission
Bolivia,Lamb & Goat,60.23,co2_emmission
Bolivia,Fish,3.48,co2_emmission
Bolivia,Eggs,4.76,co2_emmission
Bolivia,Milk - inc. cheese,65.58,co2_emmission
Bolivia,Wheat and Wheat Products,9.53,co2_emmission
Bolivia,Rice,34.54,co2_emmission
Bolivia,Soybeans,0,co2_emmission
Bolivia,Nuts inc. Peanut Butter,16.21,co2_emmission
Ecuador,Pork,51.11,co2_emmission
Ecuador,Poultry,23.47,co2_emmission
Ecuador,Beef,512.55,co2_emmission
Ecuador,Lamb & Goat,15.41,co2_emmission
Ecuador,Fish,8.25,co2_emmission
Ecuador,Eggs,7.36,co2_emmission
Ecuador,Milk - inc. cheese,198.85,co2_emmission
Ecuador,Wheat and Wheat Products,7.47,co2_emmission
Ecuador,Rice,57.68,co2_emmission
Ecuador,Soybeans,0,co2_emmission
Ecuador,Nuts inc. Peanut Butter,1.73,co2_emmission
Panama,Pork,47.71,co2_emmission
Panama,Poultry,33.1,co2_emmission
Panama,Beef,629.5,co2_emmission
Panama,Lamb & Goat,0.35,co2_emmission
Panama,Fish,17.64,co2_emmission
Panama,Eggs,4.16,co2_emmission
Panama,Milk - inc. cheese,100.12,co2_emmission
Panama,Wheat and Wheat Products,7.43,co2_emmission
Panama,Rice,85,co2_emmission
Panama,Soybeans,1.59,co2_emmission
Panama,Nuts inc. Peanut Butter,1.86,co2_emmission
Czech Republic,Pork,145.72,co2_emmission
Czech Republic,Poultry,20.51,co2_emmission
Czech Republic,Beef,251.49,co2_emmission
Czech Republic,Lamb & Goat,11.91,co2_emmission
Czech Republic,Fish,13.17,co2_emmission
Czech Republic,Eggs,10.71,co2_emmission
Czech Republic,Milk - inc. cheese,278.04,co2_emmission
Czech Republic,Wheat and Wheat Products,17.67,co2_emmission
Czech Republic,Rice,6.13,co2_emmission
Czech Republic,Soybeans,0.37,co2_emmission
Czech Republic,Nuts inc. Peanut Butter,4.37,co2_emmission
Romania,Pork,89.58,co2_emmission
Romania,Poultry,16.52,co2_emmission
Romania,Beef,147.5,co2_emmission
Romania,Lamb & Goat,119.42,co2_emmission
Romania,Fish,9.69,co2_emmission
Romania,Eggs,11.89,co2_emmission
Romania,Milk - inc. cheese,339.48,co2_emmission
Romania,Wheat and Wheat Products,25.72,co2_emmission
Romania,Rice,3.31,co2_emmission
Romania,Soybeans,0,co2_emmission
Romania,Nuts inc. Peanut Butter,3.19,co2_emmission
Colombia,Pork,23.04,co2_emmission
Colombia,Poultry,29.62,co2_emmission
Colombia,Beef,504.84,co2_emmission
Colombia,Lamb & Goat,7.35,co2_emmission
Colombia,Fish,9.6,co2_emmission
Colombia,Eggs,9.9,co2_emmission
Colombia,Milk - inc. cheese,154.5,co2_emmission
Colombia,Wheat and Wheat Products,5.68,co2_emmission
Colombia,Rice,35.86,co2_emmission
Colombia,Soybeans,0.4,co2_emmission
Colombia,Nuts inc. Peanut Butter,0.74,co2_emmission
Maldives,Pork,4.32,co2_emmission
Maldives,Poultry,19.84,co2_emmission
Maldives,Beef,291.3,co2_emmission
Maldives,Lamb & Goat,24.51,co2_emmission
Maldives,Fish,286.94,co2_emmission
Maldives,Eggs,9.91,co2_emmission
Maldives,Milk - inc. cheese,158.78,co2_emmission
Maldives,Wheat and Wheat Products,14.83,co2_emmission
Maldives,Rice,64.92,co2_emmission
Maldives,Soybeans,0.09,co2_emmission
Maldives,Nuts inc. Peanut Butter,28.02,co2_emmission
Cyprus,Pork,135.85,co2_emmission
Cyprus,Poultry,26.26,co2_emmission
Cyprus,Beef,178.67,co2_emmission
Cyprus,Lamb & Goat,176.85,co2_emmission
Cyprus,Fish,23.73,co2_emmission
Cyprus,Eggs,8.25,co2_emmission
Cyprus,Milk - inc. cheese,161.4,co2_emmission
Cyprus,Wheat and Wheat Products,15.88,co2_emmission
Cyprus,Rice,6.32,co2_emmission
Cyprus,Soybeans,0.02,co2_emmission
Cyprus,Nuts inc. Peanut Butter,8.14,co2_emmission
Serbia,Pork,113.41,co2_emmission
Serbia,Poultry,11.43,co2_emmission
Serbia,Beef,217.55,co2_emmission
Serbia,Lamb & Goat,124.67,co2_emmission
Serbia,Fish,8.93,co2_emmission
Serbia,Eggs,8.17,co2_emmission
Serbia,Milk - inc. cheese,211.57,co2_emmission
Serbia,Wheat and Wheat Products,20.19,co2_emmission
Serbia,Rice,1.56,co2_emmission
Serbia,Soybeans,0,co2_emmission
Serbia,Nuts inc. Peanut Butter,5.86,co2_emmission
United Arab Emirates,Pork,0,co2_emmission
United Arab Emirates,Poultry,44.09,co2_emmission
United Arab Emirates,Beef,174.04,co2_emmission
United Arab Emirates,Lamb & Goat,317.98,co2_emmission
United Arab Emirates,Fish,32.59,co2_emmission
United Arab Emirates,Eggs,7.56,co2_emmission
United Arab Emirates,Milk - inc. cheese,188.96,co2_emmission
United Arab Emirates,Wheat and Wheat Products,19.32,co2_emmission
United Arab Emirates,Rice,71.98,co2_emmission
United Arab Emirates,Soybeans,0.04,co2_emmission
United Arab Emirates,Nuts inc. Peanut Butter,40.76,co2_emmission
Algeria,Pork,0,co2_emmission
Algeria,Poultry,7.97,co2_emmission
Algeria,Beef,172.8,co2_emmission
Algeria,Lamb & Goat,269.3,co2_emmission
Algeria,Fish,5.97,co2_emmission
Algeria,Eggs,7.4,co2_emmission
Algeria,Milk - inc. cheese,201.6,co2_emmission
Algeria,Wheat and Wheat Products,35.36,co2_emmission
Algeria,Rice,3.8,co2_emmission
Algeria,Soybeans,0,co2_emmission
Algeria,Nuts inc. Peanut Butter,3.68,co2_emmission
Ukraine,Pork,72.77,co2_emmission
Ukraine,Poultry,26.03,co2_emmission
Ukraine,Beef,276.49,co2_emmission
Ukraine,Lamb & Goat,14.36,co2_emmission
Ukraine,Fish,24.32,co2_emmission
Ukraine,Eggs,16.54,co2_emmission
Ukraine,Milk - inc. cheese,206.58,co2_emmission
Ukraine,Wheat and Wheat Products,20.05,co2_emmission
Ukraine,Rice,3.84,co2_emmission
Ukraine,Soybeans,0.01,co2_emmission
Ukraine,Nuts inc. Peanut Butter,4.74,co2_emmission
Pakistan,Pork,0,co2_emmission
Pakistan,Poultry,5.38,co2_emmission
Pakistan,Beef,272.17,co2_emmission
Pakistan,Lamb & Goat,86.15,co2_emmission
Pakistan,Fish,2.99,co2_emmission
Pakistan,Eggs,2.71,co2_emmission
Pakistan,Milk - inc. cheese,260.85,co2_emmission
Pakistan,Wheat and Wheat Products,21.67,co2_emmission
Pakistan,Rice,15.68,co2_emmission
Pakistan,Soybeans,0,co2_emmission
Pakistan,Nuts inc. Peanut Butter,1.47,co2_emmission
Swaziland,Pork,8.6,co2_emmission
Swaziland,Poultry,6.64,co2_emmission
Swaziland,Beef,465.95,co2_emmission
Swaziland,Lamb & Goat,67.94,co2_emmission
Swaziland,Fish,2.01,co2_emmission
Swaziland,Eggs,1.38,co2_emmission
Swaziland,Milk - inc. cheese,80.62,co2_emmission
Swaziland,Wheat and Wheat Products,7.08,co2_emmission
Swaziland,Rice,27.07,co2_emmission
Swaziland,Soybeans,0.25,co2_emmission
Swaziland,Nuts inc. Peanut Butter,11.4,co2_emmission
Latvia,Pork,123.74,co2_emmission
Latvia,Poultry,22.05,co2_emmission
Latvia,Beef,157.68,co2_emmission
Latvia,Lamb & Goat,11.91,co2_emmission
Latvia,Fish,34.01,co2_emmission
Latvia,Eggs,12.89,co2_emmission
Latvia,Milk - inc. cheese,248,co2_emmission
Latvia,Wheat and Wheat Products,13.76,co2_emmission
Latvia,Rice,2.83,co2_emmission
Latvia,Soybeans,0.02,co2_emmission
Latvia,Nuts inc. Peanut Butter,6.69,co2_emmission
Bosnia and Herzegovina,Pork,33.2,co2_emmission
Bosnia and Herzegovina,Poultry,14.15,co2_emmission
Bosnia and Herzegovina,Beef,281.42,co2_emmission
Bosnia and Herzegovina,Lamb & Goat,16.46,co2_emmission
Bosnia and Herzegovina,Fish,6.48,co2_emmission
Bosnia and Herzegovina,Eggs,4.12,co2_emmission
Bosnia and Herzegovina,Milk - inc. cheese,247.89,co2_emmission
Bosnia and Herzegovina,Wheat and Wheat Products,17.84,co2_emmission
Bosnia and Herzegovina,Rice,2.41,co2_emmission
Bosnia and Herzegovina,Soybeans,0.67,co2_emmission
Bosnia and Herzegovina,Nuts inc. Peanut Butter,3.54,co2_emmission
Fiji,Pork,15.26,co2_emmission
Fiji,Poultry,21.76,co2_emmission
Fiji,Beef,276.49,co2_emmission
Fiji,Lamb & Goat,206.62,co2_emmission
Fiji,Fish,55.9,co2_emmission
Fiji,Eggs,5.92,co2_emmission
Fiji,Milk - inc. cheese,57.26,co2_emmission
Fiji,Wheat and Wheat Products,16.06,co2_emmission
Fiji,Rice,58.38,co2_emmission
Fiji,Soybeans,0.14,co2_emmission
Fiji,Nuts inc. Peanut Butter,2.3,co2_emmission
South Korea,Pork,115.95,co2_emmission
South Korea,Poultry,17.19,co2_emmission
South Korea,Beef,448.37,co2_emmission
South Korea,Lamb & Goat,4.9,co2_emmission
South Korea,Fish,52.83,co2_emmission
South Korea,Eggs,10.33,co2_emmission
South Korea,Milk - inc. cheese,41.38,co2_emmission
South Korea,Wheat and Wheat Products,9.7,co2_emmission
South Korea,Rice,109,co2_emmission
South Korea,Soybeans,3.76,co2_emmission
South Korea,Nuts inc. Peanut Butter,8.64,co2_emmission
Poland,Pork,163.49,co2_emmission
Poland,Poultry,29.44,co2_emmission
Poland,Beef,71.59,co2_emmission
Poland,Lamb & Goat,0.7,co2_emmission
Poland,Fish,16.75,co2_emmission
Poland,Eggs,6.92,co2_emmission
Poland,Milk - inc. cheese,292.56,co2_emmission
Poland,Wheat and Wheat Products,20.75,co2_emmission
Poland,Rice,1.22,co2_emmission
Poland,Soybeans,0.03,co2_emmission
Poland,Nuts inc. Peanut Butter,3.95,co2_emmission
Saudi Arabia,Pork,0,co2_emmission
Saudi Arabia,Poultry,52.69,co2_emmission
Saudi Arabia,Beef,199.03,co2_emmission
Saudi Arabia,Lamb & Goat,229.03,co2_emmission
Saudi Arabia,Fish,19.14,co2_emmission
Saudi Arabia,Eggs,4.93,co2_emmission
Saudi Arabia,Milk - inc. cheese,119.15,co2_emmission
Saudi Arabia,Wheat and Wheat Products,17.06,co2_emmission
Saudi Arabia,Rice,46.09,co2_emmission
Saudi Arabia,Soybeans,0.02,co2_emmission
Saudi Arabia,Nuts inc. Peanut Butter,5.72,co2_emmission
Botswana,Pork,2.62,co2_emmission
Botswana,Poultry,5.73,co2_emmission
Botswana,Beef,242.23,co2_emmission
Botswana,Lamb & Goat,131.67,co2_emmission
Botswana,Fish,6.35,co2_emmission
Botswana,Eggs,1.79,co2_emmission
Botswana,Milk - inc. cheese,167.71,co2_emmission
Botswana,Wheat and Wheat Products,7.28,co2_emmission
Botswana,Rice,9.03,co2_emmission
Botswana,Soybeans,0.52,co2_emmission
Botswana,Nuts inc. Peanut Butter,1.91,co2_emmission
Macedonia,Pork,36.63,co2_emmission
Macedonia,Poultry,20.16,co2_emmission
Macedonia,Beef,237.3,co2_emmission
Macedonia,Lamb & Goat,32.92,co2_emmission
Macedonia,Fish,8.73,co2_emmission
Macedonia,Eggs,5.86,co2_emmission
Macedonia,Milk - inc. cheese,224.96,co2_emmission
Macedonia,Wheat and Wheat Products,19.99,co2_emmission
Macedonia,Rice,3.6,co2_emmission
Macedonia,Soybeans,0.21,co2_emmission
Macedonia,Nuts inc. Peanut Butter,10.39,co2_emmission
Hungary,Pork,123.63,co2_emmission
Hungary,Poultry,25.54,co2_emmission
Hungary,Beef,153.06,co2_emmission
Hungary,Lamb & Goat,3.85,co2_emmission
Hungary,Fish,7.87,co2_emmission
Hungary,Eggs,11.44,co2_emmission
Hungary,Milk - inc. cheese,226.55,co2_emmission
Hungary,Wheat and Wheat Products,20.97,co2_emmission
Hungary,Rice,2.75,co2_emmission
Hungary,Soybeans,0,co2_emmission
Hungary,Nuts inc. Peanut Butter,1.13,co2_emmission
Trinidad and Tobago,Pork,31.57,co2_emmission
Trinidad and Tobago,Poultry,62.59,co2_emmission
Trinidad and Tobago,Beef,189.16,co2_emmission
Trinidad and Tobago,Lamb & Goat,97.71,co2_emmission
Trinidad and Tobago,Fish,32.8,co2_emmission
Trinidad and Tobago,Eggs,3.86,co2_emmission
Trinidad and Tobago,Milk - inc. cheese,147.85,co2_emmission
Trinidad and Tobago,Wheat and Wheat Products,17.2,co2_emmission
Trinidad and Tobago,Rice,20.96,co2_emmission
Trinidad and Tobago,Soybeans,0.02,co2_emmission
Trinidad and Tobago,Nuts inc. Peanut Butter,6.69,co2_emmission
Tunisia,Pork,0,co2_emmission
Tunisia,Poultry,19.87,co2_emmission
Tunisia,Beef,170.64,co2_emmission
Tunisia,Lamb & Goat,187.01,co2_emmission
Tunisia,Fish,20.17,co2_emmission
Tunisia,Eggs,7.05,co2_emmission
Tunisia,Milk - inc. cheese,163.05,co2_emmission
Tunisia,Wheat and Wheat Products,37.66,co2_emmission
Tunisia,Rice,1.37,co2_emmission
Tunisia,Soybeans,0.85,co2_emmission
Tunisia,Nuts inc. Peanut Butter,11.22,co2_emmission
Egypt,Pork,0.07,co2_emmission
Egypt,Poultry,15.5,co2_emmission
Egypt,Beef,397.45,co2_emmission
Egypt,Lamb & Goat,55.33,co2_emmission
Egypt,Fish,34.26,co2_emmission
Egypt,Eggs,4.22,co2_emmission
Egypt,Milk - inc. cheese,84.69,co2_emmission
Egypt,Wheat and Wheat Products,28,co2_emmission
Egypt,Rice,50.89,co2_emmission
Egypt,Soybeans,0.29,co2_emmission
Egypt,Nuts inc. Peanut Butter,3.22,co2_emmission
Mauritius,Pork,14.44,co2_emmission
Mauritius,Poultry,41.37,co2_emmission
Mauritius,Beef,184.84,co2_emmission
Mauritius,Lamb & Goat,142.88,co2_emmission
Mauritius,Fish,31.39,co2_emmission
Mauritius,Eggs,5.81,co2_emmission
Mauritius,Milk - inc. cheese,167.04,co2_emmission
Mauritius,Wheat and Wheat Products,21.74,co2_emmission
Mauritius,Rice,58.3,co2_emmission
Mauritius,Soybeans,0.14,co2_emmission
Mauritius,Nuts inc. Peanut Butter,4.12,co2_emmission
Bulgaria,Pork,92.95,co2_emmission
Bulgaria,Poultry,22.21,co2_emmission
Bulgaria,Beef,118.49,co2_emmission
Bulgaria,Lamb & Goat,57.08,co2_emmission
Bulgaria,Fish,9.96,co2_emmission
Bulgaria,Eggs,7.68,co2_emmission
Bulgaria,Milk - inc. cheese,221.79,co2_emmission
Bulgaria,Wheat and Wheat Products,23.11,co2_emmission
Bulgaria,Rice,2.87,co2_emmission
Bulgaria,Soybeans,0.02,co2_emmission
Bulgaria,Nuts inc. Peanut Butter,4,co2_emmission
Morocco,Pork,0.04,co2_emmission
Morocco,Poultry,22.31,co2_emmission
Morocco,Beef,248.1,co2_emmission
Morocco,Lamb & Goat,152.69,co2_emmission
Morocco,Fish,27.85,co2_emmission
Morocco,Eggs,6.14,co2_emmission
Morocco,Milk - inc. cheese,77.89,co2_emmission
Morocco,Wheat and Wheat Products,34.27,co2_emmission
Morocco,Rice,1.41,co2_emmission
Morocco,Soybeans,0,co2_emmission
Morocco,Nuts inc. Peanut Butter,5.72,co2_emmission
Slovakia,Pork,112.49,co2_emmission
Slovakia,Poultry,16.25,co2_emmission
Slovakia,Beef,160.15,co2_emmission
Slovakia,Lamb & Goat,5.6,co2_emmission
Slovakia,Fish,13.4,co2_emmission
Slovakia,Eggs,14.74,co2_emmission
Slovakia,Milk - inc. cheese,203.89,co2_emmission
Slovakia,Wheat and Wheat Products,23.57,co2_emmission
Slovakia,Rice,3.69,co2_emmission
Slovakia,Soybeans,0.01,co2_emmission
Slovakia,Nuts inc. Peanut Butter,6.55,co2_emmission
Niger,Pork,0.32,co2_emmission
Niger,Poultry,1.16,co2_emmission
Niger,Beef,276.8,co2_emmission
Niger,Lamb & Goat,146.03,co2_emmission
Niger,Fish,4.31,co2_emmission
Niger,Eggs,0.28,co2_emmission
Niger,Milk - inc. cheese,83.93,co2_emmission
Niger,Wheat and Wheat Products,0.91,co2_emmission
Niger,Rice,16.85,co2_emmission
Niger,Soybeans,0,co2_emmission
Niger,Nuts inc. Peanut Butter,12.3,co2_emmission
Kenya,Pork,1.03,co2_emmission
Kenya,Poultry,0.5,co2_emmission
Kenya,Beef,294.38,co2_emmission
Kenya,Lamb & Goat,65.14,co2_emmission
Kenya,Fish,6.82,co2_emmission
Kenya,Eggs,1.69,co2_emmission
Kenya,Milk - inc. cheese,135.12,co2_emmission
Kenya,Wheat and Wheat Products,6.61,co2_emmission
Kenya,Rice,16.56,co2_emmission
Kenya,Soybeans,0.09,co2_emmission
Kenya,Nuts inc. Peanut Butter,2.9,co2_emmission
Jordan,Pork,0.07,co2_emmission
Jordan,Poultry,35.87,co2_emmission
Jordan,Beef,173.11,co2_emmission
Jordan,Lamb & Goat,198.91,co2_emmission
Jordan,Fish,8.19,co2_emmission
Jordan,Eggs,3.6,co2_emmission
Jordan,Milk - inc. cheese,110.65,co2_emmission
Jordan,Wheat and Wheat Products,26.08,co2_emmission
Jordan,Rice,25.17,co2_emmission
Jordan,Soybeans,0.01,co2_emmission
Jordan,Nuts inc. Peanut Butter,6.3,co2_emmission
Japan,Pork,72.98,co2_emmission
Japan,Poultry,20.86,co2_emmission
Japan,Beef,282.35,co2_emmission
Japan,Lamb & Goat,4.9,co2_emmission
Japan,Fish,49.66,co2_emmission
Japan,Eggs,17.59,co2_emmission
Japan,Milk - inc. cheese,102.64,co2_emmission
Japan,Wheat and Wheat Products,8.59,co2_emmission
Japan,Rice,76.59,co2_emmission
Japan,Soybeans,3.3,co2_emmission
Japan,Nuts inc. Peanut Butter,4.58,co2_emmission
Georgia,Pork,31.61,co2_emmission
Georgia,Poultry,13.19,co2_emmission
Georgia,Beef,186.38,co2_emmission
Georgia,Lamb & Goat,22.06,co2_emmission
Georgia,Fish,16.64,co2_emmission
Georgia,Eggs,5.62,co2_emmission
Georgia,Milk - inc. cheese,212.61,co2_emmission
Georgia,Wheat and Wheat Products,31.17,co2_emmission
Georgia,Rice,3.38,co2_emmission
Georgia,Soybeans,0,co2_emmission
Georgia,Nuts inc. Peanut Butter,4.37,co2_emmission
Grenada,Pork,40.78,co2_emmission
Grenada,Poultry,46.74,co2_emmission
Grenada,Beef,106.77,co2_emmission
Grenada,Lamb & Goat,43.77,co2_emmission
Grenada,Fish,44.63,co2_emmission
Grenada,Eggs,9.5,co2_emmission
Grenada,Milk - inc. cheese,123.75,co2_emmission
Grenada,Wheat and Wheat Products,11.36,co2_emmission
Grenada,Rice,12.23,co2_emmission
Grenada,Soybeans,0,co2_emmission
Grenada,Nuts inc. Peanut Butter,0.32,co2_emmission
El Salvador,Pork,11.43,co2_emmission
El Salvador,Poultry,21.31,co2_emmission
El Salvador,Beef,183.6,co2_emmission
El Salvador,Lamb & Goat,0.7,co2_emmission
El Salvador,Fish,9.98,co2_emmission
El Salvador,Eggs,8.74,co2_emmission
El Salvador,Milk - inc. cheese,177.11,co2_emmission
El Salvador,Wheat and Wheat Products,5.38,co2_emmission
El Salvador,Rice,13.48,co2_emmission
El Salvador,Soybeans,0.36,co2_emmission
El Salvador,Nuts inc. Peanut Butter,1.95,co2_emmission
Cuba,Pork,70.15,co2_emmission
Cuba,Poultry,21.65,co2_emmission
Cuba,Beef,197.18,co2_emmission
Cuba,Lamb & Goat,43.42,co2_emmission
Cuba,Fish,7.6,co2_emmission
Cuba,Eggs,9.02,co2_emmission
Cuba,Milk - inc. cheese,142.35,co2_emmission
Cuba,Wheat and Wheat Products,10.42,co2_emmission
Cuba,Rice,86.64,co2_emmission
Cuba,Soybeans,2.85,co2_emmission
Cuba,Nuts inc. Peanut Butter,0.41,co2_emmission
China,Pork,136.02,co2_emmission
China,Poultry,14.18,co2_emmission
China,Beef,157.99,co2_emmission
China,Lamb & Goat,109.61,co2_emmission
China,Fish,33.55,co2_emmission
China,Eggs,17.23,co2_emmission
China,Milk - inc. cheese,46.52,co2_emmission
China,Wheat and Wheat Products,12.08,co2_emmission
China,Rice,100.05,co2_emmission
China,Soybeans,1.65,co2_emmission
China,Nuts inc. Peanut Butter,11.31,co2_emmission
Honduras,Pork,22.94,co2_emmission
Honduras,Poultry,21.8,co2_emmission
Honduras,Beef,221.87,co2_emmission
Honduras,Lamb & Goat,1.4,co2_emmission
Honduras,Fish,4.31,co2_emmission
Honduras,Eggs,4.77,co2_emmission
Honduras,Milk - inc. cheese,130.09,co2_emmission
Honduras,Wheat and Wheat Products,7.12,co2_emmission
Honduras,Rice,18.45,co2_emmission
Honduras,Soybeans,0,co2_emmission
Honduras,Nuts inc. Peanut Butter,1.33,co2_emmission
Taiwan. ROC,Pork,139.35,co2_emmission
Taiwan. ROC,Poultry,34.51,co2_emmission
Taiwan. ROC,Beef,160.77,co2_emmission
Taiwan. ROC,Lamb & Goat,32.22,co2_emmission
Taiwan. ROC,Fish,29.2,co2_emmission
Taiwan. ROC,Eggs,12.02,co2_emmission
Taiwan. ROC,Milk - inc. cheese,59.43,co2_emmission
Taiwan. ROC,Wheat and Wheat Products,9.71,co2_emmission
Taiwan. ROC,Rice,58.67,co2_emmission
Taiwan. ROC,Soybeans,7.63,co2_emmission
Taiwan. ROC,Nuts inc. Peanut Butter,16.04,co2_emmission
Angola,Pork,31.47,co2_emmission
Angola,Poultry,18.62,co2_emmission
Angola,Beef,259.82,co2_emmission
Angola,Lamb & Goat,37.82,co2_emmission
Angola,Fish,24.33,co2_emmission
Angola,Eggs,1.02,co2_emmission
Angola,Milk - inc. cheese,17.52,co2_emmission
Angola,Wheat and Wheat Products,7.77,co2_emmission
Angola,Rice,10.39,co2_emmission
Angola,Soybeans,0.23,co2_emmission
Angola,Nuts inc. Peanut Butter,4,co2_emmission
Jamaica,Pork,14.12,co2_emmission
Jamaica,Poultry,56.41,co2_emmission
Jamaica,Beef,122.51,co2_emmission
Jamaica,Lamb & Goat,44.13,co2_emmission
Jamaica,Fish,35.05,co2_emmission
Jamaica,Eggs,2.09,co2_emmission
Jamaica,Milk - inc. cheese,129.81,co2_emmission
Jamaica,Wheat and Wheat Products,13.48,co2_emmission
Jamaica,Rice,30.01,co2_emmission
Jamaica,Soybeans,0,co2_emmission
Jamaica,Nuts inc. Peanut Butter,3.22,co2_emmission
Namibia,Pork,14.9,co2_emmission
Namibia,Poultry,13.09,co2_emmission
Namibia,Beef,115.72,co2_emmission
Namibia,Lamb & Goat,79.5,co2_emmission
Namibia,Fish,17.08,co2_emmission
Namibia,Eggs,1.5,co2_emmission
Namibia,Milk - inc. cheese,104.05,co2_emmission
Namibia,Wheat and Wheat Products,6.91,co2_emmission
Namibia,Rice,8.07,co2_emmission
Namibia,Soybeans,0.03,co2_emmission
Namibia,Nuts inc. Peanut Butter,1.26,co2_emmission
Belize,Pork,59.46,co2_emmission
Belize,Poultry,30.41,co2_emmission
Belize,Beef,149.97,co2_emmission
Belize,Lamb & Goat,4.9,co2_emmission
Belize,Fish,12.09,co2_emmission
Belize,Eggs,4.46,co2_emmission
Belize,Milk - inc. cheese,114.38,co2_emmission
Belize,Wheat and Wheat Products,10.31,co2_emmission
Belize,Rice,36.37,co2_emmission
Belize,Soybeans,0.85,co2_emmission
Belize,Nuts inc. Peanut Butter,9.88,co2_emmission
Malaysia,Pork,27.47,co2_emmission
Malaysia,Poultry,44.05,co2_emmission
Malaysia,Beef,201.19,co2_emmission
Malaysia,Lamb & Goat,32.92,co2_emmission
Malaysia,Fish,78.92,co2_emmission
Malaysia,Eggs,15.22,co2_emmission
Malaysia,Milk - inc. cheese,36.01,co2_emmission
Malaysia,Wheat and Wheat Products,9.73,co2_emmission
Malaysia,Rice,103.98,co2_emmission
Malaysia,Soybeans,0.02,co2_emmission
Malaysia,Nuts inc. Peanut Butter,5.13,co2_emmission
Zimbabwe,Pork,9.38,co2_emmission
Zimbabwe,Poultry,5.34,co2_emmission
Zimbabwe,Beef,227.42,co2_emmission
Zimbabwe,Lamb & Goat,33.62,co2_emmission
Zimbabwe,Fish,4.47,co2_emmission
Zimbabwe,Eggs,1.61,co2_emmission
Zimbabwe,Milk - inc. cheese,45.44,co2_emmission
Zimbabwe,Wheat and Wheat Products,5.97,co2_emmission
Zimbabwe,Rice,12.91,co2_emmission
Zimbabwe,Soybeans,0.24,co2_emmission
Zimbabwe,Nuts inc. Peanut Butter,3.93,co2_emmission
Guatemala,Pork,17.17,co2_emmission
Guatemala,Poultry,17.67,co2_emmission
Guatemala,Beef,172.8,co2_emmission
Guatemala,Lamb & Goat,8.05,co2_emmission
Guatemala,Fish,1.72,co2_emmission
Guatemala,Eggs,13.42,co2_emmission
Guatemala,Milk - inc. cheese,66.38,co2_emmission
Guatemala,Wheat and Wheat Products,6.85,co2_emmission
Guatemala,Rice,7.24,co2_emmission
Guatemala,Soybeans,0.14,co2_emmission
Guatemala,Nuts inc. Peanut Butter,3.54,co2_emmission
Uganda,Pork,11.93,co2_emmission
Uganda,Poultry,1.62,co2_emmission
Uganda,Beef,158.92,co2_emmission
Uganda,Lamb & Goat,43.77,co2_emmission
Uganda,Fish,19.96,co2_emmission
Uganda,Eggs,0.89,co2_emmission
Uganda,Milk - inc. cheese,53.09,co2_emmission
Uganda,Wheat and Wheat Products,1.93,co2_emmission
Uganda,Rice,5.94,co2_emmission
Uganda,Soybeans,0,co2_emmission
Uganda,Nuts inc. Peanut Butter,6.67,co2_emmission
Nepal,Pork,2.37,co2_emmission
Nepal,Poultry,1.68,co2_emmission
Nepal,Beef,243.47,co2_emmission
Nepal,Lamb & Goat,73.54,co2_emmission
Nepal,Fish,3.46,co2_emmission
Nepal,Eggs,1.3,co2_emmission
Nepal,Milk - inc. cheese,74.21,co2_emmission
Nepal,Wheat and Wheat Products,9.62,co2_emmission
Nepal,Rice,112.29,co2_emmission
Nepal,Soybeans,0,co2_emmission
Nepal,Nuts inc. Peanut Butter,4.28,co2_emmission
Iran,Pork,0,co2_emmission
Iran,Poultry,27.26,co2_emmission
Iran,Beef,110.47,co2_emmission
Iran,Lamb & Goat,129.22,co2_emmission
Iran,Fish,15.65,co2_emmission
Iran,Eggs,7.07,co2_emmission
Iran,Milk - inc. cheese,66.51,co2_emmission
Iran,Wheat and Wheat Products,29.24,co2_emmission
Iran,Rice,38.33,co2_emmission
